"manyID","treatyID","stateID","Title","Begin","End","Signature","Force","stateSignature","stateRat","stateForce","stateForce2","stateForce3","Term","stateWithdrawal","stateWithdrawal2","gengID","ecolexID","ieaID","Comments","Deposit","obsolete","ProvisionalApp","Reservation","verified","Notes","stateForce_ecolex","stateForce_iea","Consent","Acceptance","Accession","Changes_HUGGO","Verified_HUGGO","Checked_HUGGO","Succession"
"CLC_1969A","CLC_1969A","NIC","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"1996-06-04","1996-09-02",NA,NA,NA,"2015-04-04",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1996-06-04","stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","MOZ","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"1996-12-23","1997-03-23",NA,NA,NA,"2003-04-26",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1996-12-23","stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","ATG","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"1997-06-23","1997-09-21",NA,NA,NA,"2001-06-14",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1997-06-23","stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","CRI","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"1997-12-08","1998-03-08",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1997-12-08","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","GUY","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"1997-12-10","1998-03-10",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1997-12-10","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","STP","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"1998-10-29","1999-01-27",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1998-10-29","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","HND","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"1998-12-02","1999-03-02",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1998-12-02","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","SLV","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"2002-01-02","2002-04-02",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2002-01-02","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","MNG","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"2003-03-03","2003-06-01",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2003-03-03","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","JOR","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"2003-10-14","2004-01-12",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2003-10-14","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","AZE","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"2004-07-16","2004-10-14",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2004-07-16","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","LBY","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"2005-04-28","2005-07-26",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2005-04-28","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"CLC_1969A","CLC_1969A","SRB","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19","1969-11-29","1976-06-18","1976-09-16",NA,NA,NA,"2012-05-25",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, stateForce, Accession, Succession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,"2006-06-03"
"CLC_1969A","CLC_1969A","MNE","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19","1969-11-29","1976-06-18","1976-09-16",NA,NA,NA,"2008-02-23",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, stateForce, Accession, Succession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,"2006-06-06"
"CLC_1969A","CLC_1969A","TKM","International Convention On Civil Liability For Oil Pollution Damage","1969-11-29",NA,"1969-11-29","1975-06-19",NA,"2009-09-21","2009-12-20",NA,NA,NA,"9999-12-31",NA,"GENG-0894","TRE-000120","IEA-2785",NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-21","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","BEL","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1971-10-21","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1971-10-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","BRA","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","2008-01-18","2008-04-17",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"2008-01-18","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","CHE","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1987-12-15","1988-03-14",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1987-12-15","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","CHN","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1990-02-23","1990-05-24",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1990-02-23","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1990-02-23","stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","CIV","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1988-01-08","1988-04-07",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1988-01-08","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","CMR","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1984-05-14","1984-08-12",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1984-05-14","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","DEU","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1975-05-07","1975-08-05",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1975-05-07","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","FRA","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1972-05-10","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1972-05-10","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","GBR","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1971-01-12","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1971-01-12","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","GHA","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1978-04-20","1978-07-19",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1978-04-20","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","GTM","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29",NA,NA,NA,NA,NA,NA,NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1978-04-20","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, stateForce, Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","ISL","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1980-07-17","1980-10-15",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1980-07-17","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","ITA","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1979-02-27","1979-05-28",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1979-02-27","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","KOR","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29",NA,NA,NA,NA,NA,NA,NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1979-02-27","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, stateForce, Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","MCO","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1975-02-24","1975-05-25",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1975-02-24","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","MDG","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29",NA,NA,NA,NA,NA,NA,NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1975-02-24","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, stateForce, Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","POL","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-01","1976-06-01","1976-08-30",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1976-06-01","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","PRT","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-30","1980-02-15","1980-05-15",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1980-02-15","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","USA","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1969-11-29","1974-02-21","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1974-02-21","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","GRC","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-04-14",NA,NA,NA,NA,NA,NA,NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1974-02-21","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, stateForce, Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","ESP","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-10-07","1973-11-08","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1973-11-08","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","DOM","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1975-02-05","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1975-02-05","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","NLD","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-11-11","1996-04-11","1996-07-10",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1975-09-19","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","PAN","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1976-01-07","1976-04-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1976-01-07","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","SWE","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-07","1973-02-08","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1973-02-08","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","JPN","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-15","1971-04-06","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1971-04-06","FALSE",NA,NA,NA,NA,NA,NA,NA,"1971-04-06",NA,"stateRat, Accession, Acceptance, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","AUS","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-17","1983-11-07","1984-02-05",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1983-11-07","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","DNK","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-18","1970-12-18","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1970-12-18","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","IRL","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-18","1980-08-21","1980-11-19",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1980-08-21","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","FIN","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-30","1976-09-06","1976-12-05",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1976-09-06","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","ROU","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06","1970-12-30",NA,NA,NA,NA,NA,NA,NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1976-09-06","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, stateForce, Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","FJI","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1972-08-15","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1972-08-15","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1972-08-15","stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","LBR","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1972-09-25","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1972-09-25","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1972-09-25","stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","MAR","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1996-04-11","1996-07-10",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1974-04-11","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1996-04-11","stateSignature, stateRat, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","NOR","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1972-07-12","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1972-07-12","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1972-07-12","stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","NZL","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1975-03-26","1975-06-24",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1975-03-26","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1975-03-26","stateSignature, stateRat, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","RUS","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1974-12-30","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1974-12-30","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1974-12-30","stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","SEN","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1972-03-27","1975-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1972-03-27","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1972-03-27","stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"IR06PC_1969A","IR06PC_1969A","SYR","International Convention Relating To Intervention On The High Seas In Cases Of Oil Pollution Casualties","1969-11-29",NA,"1969-11-29","1975-05-06",NA,"1975-02-06","1975-05-07",NA,NA,NA,"9999-12-31",NA,"GENG-0895","TRE-000111","IEA-2784",NA,"1975-02-06","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1975-02-06","stateSignature, stateRat, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
