"manyID","treatyID","stateID","Title","Begin","End","Signature","Force","stateSignature","stateRat","stateForce","stateForce2","stateForce3","Term","stateWithdrawal","stateWithdrawal2","gengID","ecolexID","ieaID","Comments","Deposit","obsolete","ProvisionalApp","Reservation","verified","Notes","stateForce_ecolex","stateForce_iea","Consent","Acceptance","Accession","Changes_HUGGO","Verified_HUGGO","Checked_HUGGO","Succession"
"CITES_1973A","CITES_1973A","PLW","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2004-04-16","2004-07-15",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-04-16","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","WSM","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2004-11-09","2005-02-07",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-11-09","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","SMR","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2005-07-22","2005-10-20",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-07-22",NA,"stateSignature, Acceptance, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","CPV","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2005-08-10","2005-11-08",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-08-10","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","MNE","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2002-02-27","2002-05-28",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, stateForce, Succession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,"2007-03-26"
"CITES_1973A","CITES_1973A","SLB","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2007-03-26","2007-06-24",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-26","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","KGZ","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2007-06-04","2007-09-02",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-04","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","OMN","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2008-03-19","2008-06-17",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-19","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","ARM","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2008-10-23","2009-01-21",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-10-23","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","BIH","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2009-01-21","2009-04-21",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-01-21","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","BHR","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2012-08-19","2012-11-17",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-08-19","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","MDV","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2012-12-12","2013-03-12",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-12-12","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","LBN","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2013-02-25","2013-05-26",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-02-25","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","AGO","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2013-10-02","2013-12-31",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-10-02","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","IRQ","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2014-02-05","2014-05-06",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-02-05","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CITES_1973A","CITES_1973A","EUE","Convention On International Trade In Endangered Species Of Wild Fauna And Flora","1973-03-03","1992-12-31","1973-03-03","1975-07-01",NA,"2015-04-09","2015-07-08",NA,NA,NA,"9999-12-31",NA,"GENG-1056",NA,"IEA-2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-09","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, stateWithdrawal, Succession",1,NA
"CAN-USA[PAC]_1973A","CAN-USA[PAC]_1973A","CAN","Agreement Between The Government Of Canada And The Government Of The United States Of America On Reciprocal Fishing Privileges In Certain Areas Off Their Coasts","1973-06-16","1977-04-24","1973-06-16","1973-06-16","1973-06-15",NA,"1973-06-16",NA,NA,"1977-04-24","1977-04-24",NA,"GENG-1074",NA,NA,"No end date stated, however, most likely 16.06.1973 as new agreement was signed | Added by Frederic in subject area Fisheries under http://www.treaty-accord.gc.ca/details.aspx?id=103726",NA,NA,NA,NA,"verified",NA,NA,NA,NA,NA,NA,"stateSignature","Begin, Signature, stateSignature, stateRat, stateForce, stateWithdrawal, Accession, Succession",1,NA
"CAN-USA[PAC]_1973A","CAN-USA[PAC]_1973A","USA","Agreement Between The Government Of Canada And The Government Of The United States Of America On Reciprocal Fishing Privileges In Certain Areas Off Their Coasts","1973-06-16","1977-04-24","1973-06-16","1973-06-16","1973-06-15",NA,"1973-06-16",NA,NA,"1977-04-24","1977-04-24",NA,"GENG-1074",NA,NA,"No end date stated, however, most likely 16.06.1973 as new agreement was signed | Added by Frederic in subject area Fisheries under http://www.treaty-accord.gc.ca/details.aspx?id=103726",NA,NA,NA,NA,"verified",NA,NA,NA,NA,NA,NA,"stateSignature","Begin, Signature, stateSignature, stateRat, stateForce, stateWithdrawal, Accession, Succession",1,NA
"EE04WF_1973A","EE04WF_1973A","BEL","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1975-07-29","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","CHE","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1974-04-24","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","DEU","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1975-09-29","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","DNK","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1974-06-19","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","ESP","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1974-10-21","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","FIN","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1975-07-22","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","FRA","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1975-08-22","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","GBR","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1975-07-18","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","GRC","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1976-07-20","1976-09-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","IRL","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1975-01-31","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","ITA","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1977-07-31","1977-09-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","NLD","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1974-09-26","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","PRT","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1975-11-26","1976-01-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","SWE","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1974-08-14","1975-11-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","SCG","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1973-10-11","1975-04-02","1975-11-01",NA,NA,NA,"2001-06-29",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateID","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,"1992-04-27"
"EE04WF_1973A","EE04WF_1973A","AUT","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01","1974-01-22","1975-10-28","1975-12-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","TUR","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01",NA,"1976-03-16","1976-05-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1976-03-16","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","NOR","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01",NA,"1988-11-29","1989-01-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"1988-11-29","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","LUX","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01",NA,"2002-05-13","2002-07-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2002-05-13","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","ISL","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01",NA,"2011-04-19","2011-06-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-19","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","SVN","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01",NA,"2012-10-26","2012-12-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2012-10-26","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"EE04WF_1973A","EE04WF_1973A","SRB","Convention Establishing The European Centre For Medium Range Weather Forecasts","1973-10-11",NA,"1973-10-11","1975-11-01",NA,"2014-11-10","2015-01-01",NA,NA,NA,"9999-12-31",NA,"GENG-1097","TRE-000589",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-10","stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"DEU-MEX[FPT]_1974A","DEU-MEX[FPT]_1974A","DEU","Agreement Of Technical Cooperation Between Mexico And The Federal Republic Of Germany In The Development Of The Sectors Of Marine Biology And Fishing Production Technique","1974-02-06",NA,"1974-02-06","1975-09-04","1974-01-16",NA,"1974-01-16",NA,NA,NA,NA,NA,"GENG-1120",NA,"IEA-423","Might be still in force as part of the 'Rahmenabkommen vom 6. 2. 1974 über wissenschaftliche und technologische Zusammenarbeit' | Listed under https://treaties.un.org/Pages/showDetails.aspx?objid=08000002800d73f0 | 'Fundstellennachweis B_2014' (see in folder _Documents)",NA,NA,NA,NA,"not verified",NA,NA,NA,NA,NA,NA,"stateSignature, stateForce","stateSignature, stateForce, Accession, Succession",1,NA
"DEU-MEX[FPT]_1974A","DEU-MEX[FPT]_1974A","MEX","Agreement Of Technical Cooperation Between Mexico And The Federal Republic Of Germany In The Development Of The Sectors Of Marine Biology And Fishing Production Technique","1974-02-06",NA,"1974-02-06","1975-09-04","1974-01-16",NA,"1974-01-16",NA,NA,NA,NA,NA,"GENG-1120",NA,"IEA-423","Might be still in force as part of the 'Rahmenabkommen vom 6. 2. 1974 über wissenschaftliche und technologische Zusammenarbeit' | Listed under https://treaties.un.org/Pages/showDetails.aspx?objid=08000002800d73f0 | 'Fundstellennachweis B_2014' (see in folder _Documents)",NA,NA,NA,NA,"not verified",NA,NA,NA,NA,NA,NA,"stateSignature, stateForce","stateSignature, stateForce, Accession, Succession",1,NA
"INTSLS_1974A","INTSLS_1974A","BLR","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1994-01-07","1994-04-07",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,"1994-01-07",NA,"Accession, Acceptance","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","CHE","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1981-10-01","1982-01-01",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","CHL","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1980-03-28","1980-05-25",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","COG","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1985-09-10","1985-12-10",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","DNK","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1978-03-08","1980-05-25",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","EGY","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1981-09-04","1981-12-04",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","FRA","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1977-05-25","1980-05-25",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,"1977-05-25",NA,"Accession, Acceptance","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","GBR","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1977-10-07","1980-05-25",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","GHA","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1983-05-19","1983-08-19",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","GRC","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1980-05-12","1980-05-25",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,"1980-05-12",NA,"Accession, Acceptance","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","HUN","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1980-01-09","1980-05-25",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,"1980-01-09",NA,"Accession, Acceptance","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","IDN","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1981-02-17","1981-05-17",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,"1981-02-17",NA,"Accession, Acceptance","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","IRN","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1994-10-17","1995-01-17",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","ISL","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1983-07-06","1983-10-06",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,"1983-07-06",NA,"Accession, Acceptance","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
"INTSLS_1974A","INTSLS_1974A","ISR","International Convention For The Safety Of Life At Sea (SOLAS)","1974-11-01",NA,"1974-11-01","1980-05-25","1974-11-01","1979-05-15","1980-05-25",NA,NA,NA,NA,NA,"GENG-1163","TRE-000115",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA
